Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-04-29,57.129,58.028,56.005,57.503,1813726
2020-04-30,58.028,59.357,57.765,58.384,2660948
2020-05-04,57.241,57.372,55.649,55.724,1443870
2020-05-05,55.986,57.26,55.986,56.642,1419804
2020-05-06,56.174,56.174,53.851,54.807,3708494
2020-05-07,54.975,57.335,54.114,56.979,1566476
2020-05-08,57.466,59.17,57.166,58.814,1417356
2020-05-11,58.814,59.657,58.14,58.908,960647
2020-05-12,58.982,60.855,58.72,60.424,1509756
2020-05-13,60.106,60.237,58.233,58.739,1216236
2020-05-14,58.458,58.739,56.061,57.466,1544030
2020-05-15,58.364,58.889,56.53,56.791,1028532
2020-05-18,57.672,60.48,57.578,60.35,1519160
2020-05-19,61.098,61.417,59.507,59.731,1451784
2020-05-20,59.357,60.761,59.02,60.443,1468161
2020-05-21,60.143,60.35,59.245,59.619,873098
2020-05-22,59.357,59.488,58.514,58.514,658966
2020-05-25,59.245,59.713,58.87,59.038,212537
2020-05-26,60.106,62.241,59.825,61.66,1343276
2020-05-27,62.072,65.067,61.791,62.297,1958894
2020-05-28,62.297,64.3,61.51,63.158,1326578
2020-05-29,62.727,62.896,61.098,62.503,2582913
2020-06-01,63.476,63.664,62.259,63.383,652011
2020-06-02,63.42,63.664,62.072,63.476,1732869
2020-06-03,63.664,65.106,63.495,64.375,1645390
2020-06-04,64.375,64.693,63.513,64.45,1277628
2020-06-05,64.544,68.719,64.488,68.045,2624772
2020-06-08,68.344,68.813,66.547,67.034,1741482
2020-06-09,66.94,67.202,64.674,65.087,1583036
2020-06-10,65.255,66.004,64.674,65.423,1638325
2020-06-12,62.727,63.532,60.387,62.129,1999755
2020-06-15,61.267,61.267,58.701,58.739,1753608
2020-06-16,60.031,62.971,60.031,62.259,1598937
2020-06-17,62.727,62.915,60.873,61.885,1726266
2020-06-18,61.885,62.596,60.668,61.697,1696293
2020-06-19,62.222,62.634,61.285,62.016,6588732
2020-06-22,62.072,62.072,60.855,60.967,840758
2020-06-23,61.604,63.064,61.585,62.147,1027017
2020-06-24,62.166,62.185,59.994,59.994,1088547
2020-06-25,59.919,61.192,58.758,60.499,1238365
2020-06-26,60.855,61.436,59.526,59.657,806300
2020-06-29,59.657,60.48,58.271,59.545,1103901
2020-06-30,59.731,59.994,58.196,58.626,1247363
2020-07-01,58.982,59.282,57.859,59.245,923910
2020-07-02,59.563,60.668,59.394,59.469,1358932
2020-07-03,59.825,59.843,58.552,59.394,473049
2020-07-06,60.574,60.743,58.982,59.919,1291324
2020-07-07,59.919,59.919,59.076,59.282,828400
2020-07-08,59.133,59.189,57.316,57.821,1947146
2020-07-09,58.047,58.215,56.979,57.298,1239487
2020-07-10,57.11,57.522,56.174,57.503,911538
2020-07-13,58.455,59.102,58.055,58.417,693861
2020-07-14,58.988,60.986,55.676,55.676,3333192
2020-07-15,56.59,56.59,54.591,54.743,3700929
2020-07-16,54.629,56.761,54.001,56.513,1730226
2020-07-17,56.875,57.084,55.428,56.437,791530
2020-07-20,56.38,56.951,55.333,56.323,938089
2020-07-21,56.647,57.77,56.076,56.856,1034885
2020-07-22,56.913,57.103,55.942,55.942,671039
2020-07-23,56.437,56.532,54.819,54.838,811910
2020-07-24,54.629,55.029,53.906,55.029,841622
2020-07-27,55.029,55.086,53.906,54.191,722019
2020-07-28,54.667,56.114,54.248,54.553,858813
2020-07-29,54.553,54.591,53.106,53.506,764170
2020-07-30,53.392,53.43,50.327,50.441,1029792
2020-07-31,50.632,51.869,49.756,50.708,1129789
2020-08-03,50.955,51.222,49.908,50.46,744006
2020-08-04,50.917,51.108,50.156,50.803,1143474
2020-08-05,51.393,52.897,50.822,51.469,1115476
2020-08-06,51.469,51.888,49.033,49.832,1301836
2020-08-07,49.927,51.146,49.908,51.05,824158
2020-08-10,51.393,51.488,50.175,50.632,595930
2020-08-11,50.974,52.135,50.46,51.869,1165027
2020-08-12,52.059,53.468,51.679,52.783,1270108
2020-08-13,52.935,54.934,52.726,53.011,1365700
2020-08-14,53.163,53.582,52.116,52.897,661475
2020-08-17,52.821,53.849,52.44,53.849,954393
2020-08-18,53.868,53.868,51.012,51.031,1444766
2020-08-19,51.203,51.203,50.042,50.042,1104172
2020-08-20,50.042,52.135,49.775,51.089,841473
2020-08-21,51.545,51.641,50.251,50.46,660779
2020-08-24,50.86,51.203,50.08,50.613,763306
2020-08-25,51.108,52.516,50.955,51.108,1321952
2020-08-26,51.012,52.307,50.765,51.66,1122721
2020-08-27,51.888,51.945,50.651,51.298,586436
2020-08-28,51.031,51.279,49.699,49.889,1246788
2020-08-31,50.156,50.822,48.195,48.195,2102547
2020-09-01,48.405,48.976,47.11,47.891,1137513
2020-09-02,48.31,48.652,47.462,47.872,972432
2020-09-03,48.119,48.728,47.777,48.062,750306
2020-09-04,47.7,48.747,47.586,47.853,596483
2020-09-07,48.538,48.538,47.586,48.005,338569
2020-09-08,48.214,48.367,45.55,45.778,1285003
2020-09-09,45.968,47.415,45.864,47.053,2035175
2020-09-10,47.396,47.662,45.968,46.844,739587
2020-09-11,47.072,47.12,46.273,47.12,685070
2020-09-14,47.777,47.853,46.444,46.549,514799
2020-09-15,46.634,47.025,45.883,46.254,806265
2020-09-16,46.378,46.378,45.235,45.397,804017
2020-09-17,47.053,47.472,45.254,47.472,1368214
2020-09-18,47.482,47.482,45.787,45.787,1742355
2020-09-21,45.797,46.244,44.027,44.255,1031346
2020-09-22,44.303,44.541,42.637,43.208,1319081
2020-09-23,42.875,44.027,42.847,42.989,913453
2020-09-24,42.828,42.904,41.733,41.942,1038727
2020-09-25,41.971,42.77,41.923,42.285,886999
2020-09-28,42.828,44.417,42.342,44.255,980463
2020-09-29,44.407,44.541,42.847,42.98,898619
2020-09-30,42.97,43.874,42.675,43.637,946419
2020-10-01,44.084,44.208,42.694,42.694,795945
2020-10-02,42.485,42.504,41.59,41.819,1250932
2020-10-05,42.637,44.388,42.637,43.779,1028170
2020-10-06,44.712,44.921,44.017,44.531,849092
2020-10-07,44.503,44.607,43.922,44.503,713352
2020-10-08,44.655,44.683,43.751,44.407,871380
2020-10-09,44.16,44.16,42.761,43.618,1316411
2020-10-12,43.76,43.951,42.428,42.542,1206335
2020-10-13,42.561,42.828,41.076,41.819,1492737
2020-10-14,41.876,41.933,40.753,41.21,1869983
2020-10-15,40.734,40.877,38.792,38.83,1653695
2020-10-16,38.849,40.401,38.088,40.068,1275457
2020-10-19,40.858,41.305,40.239,40.582,1327739
2020-10-20,40.543,41,39.439,40.401,911759
2020-10-21,40.439,41.019,39.782,39.782,698422
2020-10-22,39.497,40.153,39.021,39.82,890857
2020-10-23,39.991,40.639,39.535,39.744,1442084
2020-10-26,39.287,39.573,38.183,38.183,873787
2020-10-27,38.259,38.354,36.251,36.784,1989833
2020-10-28,36.166,37.117,35.404,35.918,1389770
2020-10-29,37.783,37.822,35.918,37.108,2029213
2020-10-30,37.089,37.089,35.737,36.261,1590652
2020-11-02,36.66,37.108,36.166,37.032,1299985
2020-11-03,37.308,40.81,37.212,40.705,3088969
2020-11-04,40.543,40.658,38.278,39.03,1746247
2020-11-05,39.202,39.687,38.469,38.811,1614513
2020-11-06,38.754,38.811,36.889,37.555,1370763
2020-11-09,38.183,43.208,37.612,42.961,4266300
2020-11-10,43.779,47.386,42.923,45.626,4101205
2020-11-12,45.511,46.634,43.38,44.655,2791766
2020-11-13,44.588,44.588,43.018,43.551,1235250
2020-11-16,44.579,47.282,44.36,47.206,2866561
2020-11-17,47.577,49.375,46.644,47.929,3706072
2020-11-18,47.929,49.927,47.443,49.87,1874521
2020-11-19,49.109,49.28,47.624,47.853,1678103
2020-11-20,47.872,48.005,46.016,47.624,2852561
2020-11-23,49.299,50.327,48.157,50.004,1831897
2020-11-24,50.441,51.755,50.365,51.412,2182246
2020-11-25,51.888,52.535,50.632,50.917,1983376
2020-11-26,50.936,51.564,50.594,51.393,756692
2020-11-27,51.203,51.203,50.061,50.936,901870
2020-11-30,50.251,55.276,48.233,52.668,8076121
2020-12-01,54.248,54.705,53.106,54.229,2465087
2020-12-02,54.477,54.477,52.592,53.601,1695142
2020-12-03,53.772,54.039,52.802,52.802,1538871
2020-12-04,53.696,54.819,52.992,54.724,1745016
2020-12-07,54.857,56.97,54.134,56.723,2778291
2020-12-08,56.628,57.751,55.961,57.103,2234850
2020-12-09,57.103,59.483,57.008,58.721,2701864
2020-12-10,58.778,59.35,57.199,58.988,2261919
2020-12-11,59.102,59.102,56.875,58.95,2247771
2020-12-14,59.045,60.149,57.313,57.922,1223899
2020-12-15,57.103,57.522,56.209,57.008,1205194
2020-12-16,57.065,58.531,56.837,57.161,1052708
2020-12-17,57.408,57.96,54.153,55.676,2425559
2020-12-18,55.2,56.57,55.105,55.657,2091592
2020-12-21,54.629,54.705,50.936,52.193,2209579
2020-12-22,52.288,53.772,51.622,53.544,1154114
2020-12-23,54.001,55.2,53.62,54.648,750066
2020-12-28,55.733,57.046,55.676,56.723,871385
2020-12-29,57.103,58.055,55.999,56.342,892928
2020-12-30,56.342,56.437,54.819,54.934,1525612
2021-01-04,56.095,57.694,55.79,56.133,1080284
2021-01-05,55.866,57.275,55.295,56.723,1532858
2021-01-07,58.455,59.863,57.865,59.863,2242218
2021-01-08,59.959,61.843,59.711,60.891,2127493
2021-01-11,60.91,61.101,59.483,60.358,1254564
2021-01-12,60.91,61.386,59.292,60.206,1444465
2021-01-13,60.796,60.853,58.169,58.379,1282337
2021-01-14,58.055,59.292,57.294,58.95,941614
2021-01-15,58.512,58.702,56.418,57.161,1345103
2021-01-18,56.913,58.798,55.771,58.721,1231995
2021-01-19,59.388,59.673,57.579,57.732,834752
2021-01-20,57.77,58.246,56.742,57.56,913973
2021-01-21,57.579,58.15,56.723,57.218,1001068
2021-01-22,56.628,57.199,55.295,56.799,1561538
2021-01-25,57.103,57.313,54.724,55.105,1090027
2021-01-26,54.781,56.78,53.849,55.771,1130950
2021-01-27,55.866,56.513,54.153,54.439,1467538
2021-01-28,53.868,55.733,53.487,55.2,1349966
2021-01-29,54.724,54.8,53.297,53.316,2649718
2021-02-01,53.772,55.447,53.525,54.42,1266054
2021-02-02,55.219,56.609,55.105,56.19,1233393
2021-02-03,56.342,57.103,55.428,56.076,888164
2021-02-04,57.103,57.694,55.657,55.657,1159810
2021-02-05,56.323,56.989,55.733,55.904,769996
2021-02-08,56.551,57.351,55.581,57.065,1493997
2021-02-09,57.199,58.74,56.361,57.503,1949106
2021-02-10,57.922,58.341,55.923,56.57,1053590
2021-02-11,56.723,57.294,55.961,56.57,982015
2021-02-12,56.57,56.932,55.543,56.875,604760
2021-02-15,57.808,58.284,57.103,57.465,850559
2021-02-16,57.846,58.817,57.484,58.626,1626194
2021-02-17,58.626,59.292,57.808,58.188,1213857
2021-02-18,58.131,58.588,56.171,56.171,1348435
2021-02-19,56.456,57.979,56.342,57.751,1176782
2021-02-22,57.389,57.541,56.494,56.647,733407
2021-02-23,57.008,58.474,55.942,56.837,1459129
2021-02-24,57.122,57.427,56.38,57.065,1550098
2021-02-25,58.055,58.493,57.008,57.027,1472823
2021-02-26,55.447,56.628,55.295,55.999,2070763
2021-03-01,57.103,57.579,56.361,57.484,1154642
2021-03-02,57.484,58.207,56.818,57.96,1107846
2021-03-03,57.979,58.759,57.275,57.294,1252009
2021-03-04,57.103,58.817,56.723,58.512,1705219
2021-03-05,58.074,61.767,58.074,60.682,3278872
2021-03-08,61.767,64.146,61.481,63.442,3447769
2021-03-09,63.499,64.622,63.099,63.823,2147184
2021-03-10,64.527,66.506,64.07,66.088,2519728
2021-03-11,66.24,67.477,64.298,65.174,1938164
2021-03-12,65.098,66.126,64.165,65.783,1073440
2021-03-15,65.764,66.811,65.022,65.06,889530
2021-03-16,65.117,65.764,62.814,63.252,1494536
2021-03-17,62.795,62.966,59.483,62.186,3296816
2021-03-18,61.957,63.271,61.101,61.995,1153435
2021-03-19,60.073,61.596,60.035,60.606,2066414
2021-03-22,59.959,61.767,59.635,60.986,767471
2021-03-23,61.101,61.158,59.292,59.997,942606
2021-03-24,59.388,60.606,59.007,59.787,1140417
2021-03-25,59.673,60.13,58.531,58.912,1145118
2021-03-26,59.369,60.948,58.817,59.997,1207830
2021-03-29,59.959,62.319,59.959,61.006,1086115
2021-03-30,61.272,62.052,60.473,61.462,1008351
2021-03-31,61.748,61.824,60.301,60.396,1188743
2021-04-01,60.434,61.443,60.415,61.101,919739
2021-04-06,60.929,63.194,60.929,63.004,1897841
2021-04-07,63.271,64.508,63.023,63.194,1983338
2021-04-08,63.842,63.88,61.443,61.481,1286858
2021-04-09,61.577,62.243,60.72,61.5,823073
2021-04-12,61.462,62.033,60.454,61.672,663705
2021-04-13,61.805,61.805,60.473,60.492,940125
2021-04-14,60.815,62.433,60.625,62.433,865892
2021-04-15,62.7,64.375,62.566,64.127,2083496
2021-04-16,64.127,64.451,63.175,63.918,1021478
2021-04-19,63.766,64.375,62.909,63.061,1038499
2021-04-20,63.175,64.165,62.719,63.004,1050185
2021-04-21,62.738,63.385,62.433,63.214,719871
2021-04-22,63.29,64.337,63.29,63.708,1428009
2021-04-23,63.537,63.651,62.547,63.29,966915
2021-04-26,63.461,63.708,62.623,63.537,683871
2021-04-27,63.689,63.823,63.023,63.689,1152578
2021-04-28,63.861,64.108,63.156,63.918,1015443
2021-04-29,64.432,65.536,64.241,64.241,1437527
2021-04-30,64.946,64.946,63.48,63.499,941161
2021-05-04,63.937,64.927,63.385,63.88,1628438
2021-05-05,64.375,65.821,64.089,65.726,1356492
2021-05-06,65.954,67.572,65.117,65.574,2187622
2021-05-07,66.621,67.001,65.916,66.64,1160664
2021-05-10,66.906,69,66.906,68.315,1514109
2021-05-11,68.258,68.81,67.325,68.714,1291067
2021-05-12,68.714,70.39,67.63,69.666,1867702
2021-05-13,69,70.846,68.086,70.428,2088881
2021-05-14,71.132,73.15,70.903,72.769,1586663
2021-05-17,73.283,74.139,71.836,72.769,1508436
2021-05-18,73.416,73.759,72.617,73.092,1086861
2021-05-19,72.617,72.636,70.961,71.57,1648700
2021-05-20,71.57,73.245,71.189,73.188,902764
2021-05-21,73.283,73.74,72.331,72.331,804675
2021-05-24,72.331,72.864,71.855,72.046,703062
2021-05-25,72.731,72.731,71.436,72.407,1249067
2021-05-26,72.445,73.054,71.95,73.054,828507
2021-05-27,72.978,74.92,72.483,74.501,2115989
2021-05-28,74.577,76.119,74.577,76.081,1031722
2021-05-31,76.252,78.689,75.948,77.851,1107418
2021-06-01,77.851,80.173,77.28,77.737,1305441
2021-06-02,77.756,78.536,76.442,77.261,1073299
2021-06-04,77.527,78.384,77.071,77.604,712608
2021-06-07,77.832,79.317,77.394,77.604,562048
2021-06-08,77.566,77.737,76.5,77.09,785717
2021-06-09,77.566,77.87,75.091,76.404,1462582
2021-06-10,76.138,78.784,75.738,78.784,1168522
2021-06-11,78.536,78.612,76.994,77.413,643021
2021-06-14,77.832,79.088,77.642,79.088,745677
2021-06-15,79.393,79.583,78.022,78.403,801454
2021-06-16,78.289,79.317,76.994,76.994,1048623
2021-06-17,76.785,78.308,76.614,77.47,908898
2021-06-18,77.318,77.47,74.177,74.729,3210226
2021-06-21,74.539,75.624,72.883,75.262,896327
2021-06-22,76.385,76.88,75.377,75.643,890379
2021-06-23,76.081,76.328,75.7,75.852,509222
2021-06-24,76.119,76.233,75.129,75.986,910493
2021-06-25,76.119,76.519,75.205,75.548,670028
2021-06-28,75.472,75.548,74.825,75.186,365811
2021-06-29,74.729,74.767,72.065,73.283,1335584
2021-06-30,73.359,73.759,72.198,73.073,1090657
2021-07-01,73.264,75.358,73.092,74.063,955421
2021-07-02,74.71,75.186,73.682,73.682,510580
2021-07-05,73.949,74.558,73.682,74.044,469198
2021-07-06,74.33,74.71,71.874,72.026,711879
2021-07-07,72.026,72.617,71.056,71.379,1495010
2021-07-08,71.379,71.436,68.829,69.818,1600156
2021-07-09,70.161,71.265,69.514,70.942,1082656
2021-07-12,71.018,72.046,70.485,71.855,733537
2021-07-13,72.141,72.16,70.713,70.827,597489
2021-07-14,71.379,71.912,71.189,71.646,555251
2021-07-15,70.922,71.855,70.351,70.504,1005641
2021-07-16,70.523,71.17,70.428,70.542,675561
2021-07-19,70.542,70.732,67.687,68.22,1434689
2021-07-20,68.524,69.59,67.801,69,1182679
2021-07-21,69.68,70.8,69.2,70.44,824569
2021-07-22,70.64,70.88,68.7,68.72,1024312
2021-07-23,68.66,69.5,68.42,69.4,642543
2021-07-26,69.4,70.86,68.4,70.34,737904
2021-07-27,70.38,70.52,69.22,69.44,539242
2021-07-28,69.68,71.96,69.68,71.54,926710
2021-07-29,73.56,74.28,72.54,72.54,1872315
2021-07-30,72.54,73.12,72.22,72.94,1121449
2021-08-02,73.8,73.8,72.02,72.24,651884
2021-08-03,73.62,74.86,72.66,73.68,1423272
2021-08-04,74,74.6,73.34,73.92,649992
2021-08-05,74.28,74.92,73.54,74.7,712827
2021-08-06,74.5,74.64,73.22,74,709794
2021-08-09,73.88,73.9,72.92,72.92,366154
2021-08-10,72.9,74.12,72.8,73.94,522804
2021-08-11,73.78,74.8,73.7,74.5,644254
2021-08-12,74.5,75.84,74.22,75.58,641279
2021-08-13,75.76,75.76,74.34,75,464549
2021-08-16,74.64,75.6,73.84,73.98,463766
2021-08-17,73.88,74.22,73.52,74.2,478575
2021-08-18,74.2,74.2,73.02,73.38,438490
2021-08-19,72.5,72.5,69.84,70.74,1332280
2021-08-20,70.72,71.5,70.1,71.42,579153
2021-08-23,71.76,72.92,71.76,72.5,893294
2021-08-24,73,74.48,72.82,74.36,849828
2021-08-25,74.3,74.3,73.36,74.24,420687
2021-08-26,74,74,72.7,72.7,451476
2021-08-27,72.88,73.66,72.3,73.56,319244
2021-08-30,73.56,74.12,73.32,73.96,438976
2021-08-31,73.96,74.88,73.18,74.3,1798821
2021-09-01,74.5,74.66,73.64,73.64,530211
2021-09-02,73.54,73.9,72,73.5,799618
2021-09-03,73.74,74.68,73.34,74.36,596722
2021-09-06,74.28,74.5,73.66,74.5,270214
2021-09-07,74.4,75.44,74.14,75.16,732107
2021-09-08,74.98,75.8,73.92,75.18,920646
2021-09-09,74.74,75.18,74.26,74.6,648506
2021-09-10,74.84,75,74.1,74.54,528048
2021-09-13,74.96,76.98,74.4,76.98,1099096
2021-09-14,77,80.72,76.74,80.5,2020430
2021-09-15,80.2,80.3,78.56,79.3,1433676
2021-09-16,79.18,79.2,76.86,77.1,1005818
2021-09-17,77.22,77.76,75.52,76.08,2438693
2021-09-20,75.1,75.54,72.52,74.22,1127073
2021-09-21,74.22,75.98,74.22,75.06,796050
2021-09-22,75.5,77.78,75.5,77.5,605559
2021-09-23,78.4,78.56,76.12,76.44,742725
2021-09-24,76.52,78.9,76.22,78.9,1576017
2021-09-27,79.1,80.38,79.04,79.82,1588099
2021-09-28,79.86,79.88,78.34,79.56,1016991
2021-09-29,79.26,80.14,78.54,80,856521
2021-09-30,80,82.34,79.84,82.02,2648573
2021-10-01,81.26,82.14,80.6,81.32,820804
2021-10-04,81,82.6,80.9,81.92,1027051
2021-10-05,82,82,80.34,81.96,871241
2021-10-06,81.62,81.92,80.1,81.56,1288414
2021-10-07,81.58,81.6,80.14,80.72,837873
2021-10-08,80.98,84.4,80.88,84.22,2084343
2021-10-11,84.72,87.56,83.54,87.44,1763705
2021-10-12,87.2,88.16,86.5,88.04,1506668
2021-10-13,88.04,89.46,85.18,87,1313738
2021-10-14,87.9,89.9,87,89.3,1425283
2021-10-15,89.6,91.2,89.5,90.6,1197608
2021-10-18,90.5,90.9,88.86,89.44,846376
2021-10-19,89.16,90.86,87.84,88.54,1162954
2021-10-20,88.54,90.1,88.42,90.04,774430
2021-10-21,89.7,89.7,87.14,87.6,1237984
2021-10-22,87.1,87.68,85.86,86.44,906851
2021-10-25,86.56,89.54,86.56,89.54,853149
2021-10-26,89.6,90.58,88.94,89.5,738273
2021-10-27,89.5,89.5,87.44,89.1,824887
2021-10-28,90.2,90.56,87.26,87.46,1303089
2021-10-29,87.46,88.62,85.4,86.06,1250560
2021-11-02,86.06,88.96,85.86,87.54,1632599
2021-11-03,87.48,88.4,86.1,87,894188
2021-11-04,87.48,89.3,87.3,89,1078374
2021-11-05,88.9,89.2,87.66,88.46,443900
2021-11-08,89,89.8,87.28,87.7,613146
2021-11-09,87.52,88.36,86.36,88.04,1023625
2021-11-10,87.88,89.3,87.58,87.86,905197
2021-11-12,87.6,88.24,85.58,85.78,1317591
2021-11-15,85.56,86.58,79.38,82.84,1881072
2021-11-16,82.32,83.96,81.5,83.46,1604922
2021-11-17,83.7,83.78,80.8,81,1019856
2021-11-18,80.5,80.5,78,78.6,1280213
2021-11-19,79,80.5,76.3,77.22,1175933
2021-11-22,77.2,80.26,76.8,79.18,1072173
2021-11-23,79.36,80.08,78.44,79.3,1385521
2021-11-24,79.96,81.8,78.96,80,769487
2021-11-25,80.02,80.5,78.22,78.62,646640
2021-11-26,76.98,76.98,73.34,73.64,1351160
2021-11-29,73.58,74.76,71.3,71.62,1340292
2021-11-30,70.78,72.56,69.2,71.3,1563722
2021-12-01,73.04,74.94,72.7,74.8,1098149
2021-12-02,74.2,74.5,72.84,73.6,875142
2021-12-03,74.2,75.76,73.52,73.76,1471755
2021-12-06,74,75.5,72.9,73.56,695856
2021-12-07,74.52,76.4,74.52,76.38,937791
2021-12-08,76.6,77.16,75,75,890627
2021-12-09,75.7,75.92,72.5,73.72,881236
2021-12-10,73.2,74.5,73,73.5,273039
2021-12-13,73.96,75.22,73.64,74.18,1065948
2021-12-14,74.1,75.16,72.88,74.9,1032553
2021-12-15,74.7,74.7,71.5,71.86,1145799
2021-12-16,73.1,74.76,72.44,74.76,948538
2021-12-17,73.64,74,72.2,72.9,1991208
2021-12-20,72,72,69.66,70.98,1161344
2021-12-21,72,72.6,71.44,71.6,821147
2021-12-22,71.64,72.52,71.5,72.52,464304
2021-12-23,72.7,73.4,72.1,73,531651
2021-12-27,72.98,73.28,71.32,71.6,471813
2021-12-28,71.62,73.18,71.62,72.72,773634
2021-12-29,72.84,73.94,72.72,73.94,331956
2021-12-30,74.2,74.34,73.58,74.34,393192
2022-01-03,74.5,75.68,74,75.16,566158
2022-01-04,75.72,76.36,74.98,76.36,822110
2022-01-05,76.4,79.1,76.08,79.02,1692472
2022-01-07,78.5,81.16,77.4,79.86,1603776
2022-01-10,80.02,80.14,77.72,77.82,988667
2022-01-11,78.3,79.4,76.44,79.14,1323466
2022-01-12,79.44,82.44,78.02,82.2,2421296
2022-01-13,82.2,83.66,80.66,81.44,1459203
2022-01-14,81.44,83,81.38,82.16,1059520
2022-01-17,82.04,82.2,81.26,81.56,415517
2022-01-18,81.54,82.24,79.5,80,772377
2022-01-19,79.5,81.32,78.68,80.86,1248094
2022-01-20,80.9,81,79.06,80.76,552195
2022-01-21,79.54,79.92,76.6,77.78,1250452
2022-01-24,77.4,78.2,72,72.8,1400410
2022-01-25,73.2,74.96,72.9,74.44,1170885
2022-01-26,75.2,76.02,73.5,74.46,803008
2022-01-27,73.48,75,71.6,73.8,1608350
2022-01-28,74.02,74.02,70.86,71.78,1882662
2022-01-31,72.92,73.22,70.6,71,1748082
2022-02-01,71.5,72.34,70.9,71.72,708805
2022-02-02,72.1,73.12,70.86,71.3,1199609
2022-02-03,71.3,71.76,70.68,71.16,970018
2022-02-04,71.18,71.26,68.8,68.92,1264138
2022-02-07,69.48,69.9,67.26,68.5,1121303
2022-02-08,68.8,71.7,68.38,71.6,1356648
2022-02-09,72.06,73.8,71.18,73.26,1465555
2022-02-10,73.26,73.58,70.9,71.22,913266
2022-02-11,70.8,71.74,70.3,71.62,769598
2022-02-14,69.74,71.18,68.04,70.58,1225764
2022-02-15,71.22,73.3,71.14,73.28,1510492
2022-02-16,73.32,75.5,73.32,73.72,1402517
2022-02-17,73.5,73.56,71.18,71.78,888008
2022-02-18,71.74,72.3,70.88,70.96,666638
2022-02-21,71.48,72,67.62,68.12,866320
2022-02-22,66.6,69.98,65.14,69.7,1419253
2022-02-23,69.88,71.5,68.2,68.2,1113398
2022-02-24,64.92,65.9,61.14,62.96,2622289
2022-02-25,63.6,70.5,63.52,69.86,2512019
2022-02-28,68.46,71.7,67.2,71.06,2955226
2022-03-01,71.2,75.12,71.2,73.02,1779885
2022-03-02,73.1,77.46,72.1,77.46,2649725
2022-03-03,79,81.2,77.84,79.1,2648605
2022-03-04,77.98,78.68,73.7,74.42,1920795
2022-03-07,73,78.6,73,77.7,2272369
2022-03-08,77.7,79.56,76.32,77.38,1492231
2022-03-09,79.12,79.96,73.1,74.04,1929725
2022-03-10,74.22,75.42,73.4,74.66,1292634
2022-03-11,74.66,77.8,74.2,77.6,1369221
2022-03-14,77.02,77.42,73.8,73.8,1759899
2022-03-15,74.2,75.74,73.4,75,1308018
2022-03-16,76.22,76.24,73.64,74.48,1367036
2022-03-17,75.2,76.84,74.7,76.64,1344922
2022-03-18,76.92,77.94,74.54,74.78,2437323
2022-03-21,74.92,78,74.9,78,921040
2022-03-22,78.1,78.46,76.92,78.04,999109
2022-03-23,78.5,79.16,77.76,78.96,678295
2022-03-24,78.96,79.2,76.72,78.24,887559
2022-03-25,78.24,78.96,76.82,77.66,897011
2022-03-28,76.8,78.66,76.62,77.36,806685
2022-03-29,77.98,78.04,74.66,75.5,1567267
2022-03-30,76.14,76.34,74.82,75.62,1171548
2022-03-31,75.82,77.12,75.5,76.02,1403260
2022-04-01,76.72,76.96,75.66,76.48,821267
2022-04-04,77,79.26,76.76,79,1512645
2022-04-05,79.1,79.34,76.3,76.3,967475
2022-04-06,76.3,77,74.82,77,796302
2022-04-07,77,77.02,74.2,74.2,856052
2022-04-08,75,76.32,74.9,76,877832
2022-04-11,76.4,78.7,75.8,78.7,1178334
2022-04-12,78.6,80.9,76.84,80.38,1727259
2022-04-13,80.9,81.82,79.02,81.6,1410511
2022-04-14,81.7,82.1,80.22,81.08,608049
2022-04-19,81.08,81.66,79.58,80.58,824204
2022-04-20,80.58,81.52,79.44,79.44,509595
2022-04-21,79.8,80.4,78.32,78.38,927380
2022-04-22,78.2,78.24,76.1,76.1,730930
2022-04-25,75.02,75.5,72.92,72.92,1307184
2022-04-26,74.62,76.88,73.66,74.02,1585806
2022-04-27,74.1,76.08,73.86,75.02,1231260
2022-04-28,76,77.22,74.68,76,836815
2022-04-29,76.8,77.6,75,75.32,1028055
2022-05-02,75.3,75.52,71.7,72.46,619593
2022-05-04,73,74.9,72.14,74,959488
2022-05-05,74.98,74.98,72.02,72.5,1081481
2022-05-06,72,74.9,70.5,74.9,1323415
2022-05-09,74.08,76.44,73.56,75.42,1032043
2022-05-10,75.52,76.7,72.16,74,1706819
2022-05-11,74.8,75.26,72.18,72.18,1321854
2022-05-12,70.98,71.34,69.28,70,1587632
2022-05-13,70.8,73.84,70.8,73.5,980991
2022-05-16,73,74.42,72.8,73.84,623442
2022-05-17,74.38,75.34,72.8,72.84,896501
2022-05-18,73,74.44,72.88,73.06,1023525
2022-05-19,72,72.2,70.54,71.4,925451
2022-05-20,71.8,72.4,70.06,70.06,1043110
2022-05-23,70.92,73.36,70.92,72.64,805239
2022-05-24,71.5,72.6,71.1,71.72,875193
2022-05-25,72.4,72.4,71.12,71.34,843056
2022-05-26,71.34,71.98,70.8,71.6,556743
2022-05-27,71.64,71.96,70.02,70.4,809863
2022-05-30,71,72.98,70.9,72.9,665211
2022-05-31,72.9,76.4,72.18,73.9,2791059
2022-06-01,73.9,73.9,72.1,72.18,493949
2022-06-02,72,72.44,70.64,71.84,779960
2022-06-03,71.12,73.04,70.5,73,1234744
2022-06-06,73.64,74.96,72.92,73.5,696361
2022-06-07,73.5,74.26,72.84,74.04,969335
