Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-06-08,74.1,74.86,73.02,73.34,747069
2022-06-09,73.34,73.84,73.02,73.22,755166
2022-06-10,73,73,70.76,70.76,682451
2022-06-13,70.3,71.8,69.56,70.48,1018386
2022-06-14,70.48,71.08,69.32,70.82,717287
2022-06-15,71.02,71.1,69.68,70.74,926575
2022-06-17,69.14,69.5,67.6,67.6,2225833
2022-06-20,68,68.4,65.64,66.64,1112666
2022-06-21,67,69.42,66.78,69.42,639046
2022-06-22,68.1,68.26,65.7,66.14,1001597
2022-06-23,66,66.66,64.5,64.5,672182
2022-06-24,65.02,65.48,64.42,64.7,681719
2022-06-27,64.9,67.56,64.9,67.44,800185
2022-06-28,68,69.08,67.8,68.76,1540135
2022-06-29,68.4,70.1,68.06,69.3,971528
2022-06-30,68.7,69.26,68.28,68.52,1491863
2022-07-01,68,70.16,67.74,68.02,832804
2022-07-04,69,71.36,68.42,71.24,714273
2022-07-05,71.5,71.9,68.98,69.6,1151108
2022-07-06,70.04,70.04,67.64,67.74,851926
2022-07-07,68,70.58,67.74,70.5,678991
2022-07-08,70.44,73.5,70,73.36,1049648
2022-07-11,71.5,71.5,69.7,70.6,1213761
2022-07-12,70,71.38,69,69.52,1135920
2022-07-13,69.54,72.2,69.2,70.62,921344
2022-07-14,70.56,71.16,66.56,67.22,1318779
2022-07-15,67.66,69.1,66.82,68.7,637463
2022-07-18,69.9,72.98,69.88,72.76,1009348
2022-07-19,72.5,73.12,71.26,72.8,648131
2022-07-20,73.24,74.1,73,74.1,1053042
2022-07-21,74.2,74.92,72.92,73.44,1335941
2022-07-22,73.52,76.2,73.22,75.8,1701259
